episode,success,return,steps
0,0,5.907275448903529,400
1,0,3.37675356613178,400
2,0,3.862252974666315,400
3,0,1.3330195268738867,400
4,0,2.0430468842090344,400
5,0,2.416113168761743,400
6,0,1.292347390157108,400
7,0,3.960030014715259,400
8,0,3.7942924274876386,400
9,0,3.7075668727007858,400
