episode,success,return,steps
0,0,4.618005665340388,400
1,0,5.456981989107998,400
2,0,2.527001262412352,400
3,0,1.9509184630040828,400
4,0,7.426388018689258,400
5,0,3.1625190373657093,400
6,0,7.476002969313628,400
7,0,7.552062064730285,400
8,0,4.607696584569533,400
9,0,2.5966175991585883,400
