episode,success,return,steps
0,0,4.5067028434628895,400
1,0,6.933765143945292,400
2,0,4.106762559156713,400
3,0,7.3867431681767295,400
4,0,2.8290861420227915,400
5,0,15.199253641976092,400
6,0,5.323168400673026,400
7,0,2.075949161431059,400
8,0,5.1140828009346775,400
9,0,2.705085952517001,400
