episode,success,return,steps
0,0,9.014814773716585,400
1,0,11.591491644480593,400
2,0,1.4647276707119097,400
3,0,3.989556804543276,400
4,0,2.7033279662009173,400
5,0,4.436748873342031,400
6,0,2.0373989785573445,400
7,0,1.4768644135030962,400
8,0,4.118656716100101,400
9,0,1.514053334089383,400
