episode,success,return,steps
0,0,3.2552780445096414,400
1,0,1.5492298762473369,400
2,0,14.998104449488618,400
3,0,1.2860099975925716,400
4,0,13.676449687605256,400
5,0,6.2312907102564115,400
6,0,4.106185494524175,400
7,0,5.340766039935307,400
8,0,3.537284902144551,400
9,0,2.1879302109101033,400
