episode,success,return,steps
0,0,7.9253967595757855,400
1,0,6.67177274387411,400
2,0,8.603629694487822,400
3,0,7.218134954740379,400
4,0,13.55460668009912,400
5,0,4.1633160648396,400
6,0,5.478016705806717,400
7,0,4.562223240057584,400
8,0,0.9514422386373564,400
9,0,5.7179803633377935,400
