episode,success,return,steps
0,0,6.916143992099552,400
1,0,5.27324104251151,400
2,0,17.831047581107796,400
3,0,5.069634082384059,400
4,0,6.5823088983955,400
5,0,1.8964097186866007,400
6,0,8.944253890658459,400
7,0,2.3236589156110856,400
8,0,22.132638092864656,400
9,0,2.6765884534152398,400
